oid,category
698702413,volleyball
742720004,boardgames
890219039,basketball
477358811,volleyball
10353705,volleyball
619136712,winter_sport
786441106,winter_sport
691885025,extreme
61811928,football
120359629,athletics
675221606,martial_arts
375922416,autosport
629764426,basketball
639255416,volleyball
627428414,boardgames
959640114,football
465964406,basketball
782971823,boardgames
597320201,extreme
571238225,football
433545839,extreme
313283509,autosport
66862529,motosport
853317727,boardgames
188595930,autosport
529343505,basketball
256411415,autosport
300089423,extreme
231379431,basketball
462553428,hockey
152645515,volleyball
472361212,volleyball
234253423,motosport
368543725,extreme
630825516,winter_sport
527340032,football
732356326,basketball
451097605,winter_sport
789704301,motosport
963669106,martial_arts
454614417,boardgames
724468930,autosport
45822628,extreme
760657814,football
540326921,boardgames
71369105,boardgames
365401829,basketball
824729512,athletics
592752039,hockey
432194902,martial_arts
18474206,autosport
302086720,winter_sport
194359403,hockey
175114936,autosport
743480114,boardgames
400318329,volleyball
905511805,tennis
201632614,motosport
142601735,winter_sport
300698829,autosport
285269308,football
276231830,martial_arts
257167133,boardgames
867549202,boardgames
338973828,martial_arts
879836504,tennis
466189918,football
490784125,autosport
758544537,extreme
513724303,volleyball
557730405,basketball
59119226,basketball
631388434,boardgames
500485134,extreme
235301239,football
318475207,basketball
911780335,martial_arts
583649127,athletics
152682706,extreme
811403701,winter_sport
438797216,tennis
904622813,tennis
722293514,motosport
458745710,extreme
130535527,winter_sport
470130924,autosport
602432133,volleyball
236809623,football
450783314,winter_sport
980421624,tennis
900952227,athletics
323016022,tennis
249356330,autosport
729168834,volleyball
586438336,boardgames
294355703,extreme
42587423,autosport
836439103,athletics
359331738,hockey
294739001,extreme
888101600,tennis
209708505,basketball
129984610,martial_arts
67744102,boardgames
294997620,tennis
596255402,motosport
995614432,winter_sport
493291122,autosport
497868207,volleyball
483440203,motosport
340097918,tennis
362038305,extreme
676100714,motosport
633814217,tennis
618524109,extreme
809470704,basketball
157908500,tennis
285269308,tennis
209979431,martial_arts
451119206,martial_arts
624444012,boardgames
425955511,football
59932732,hockey
597756035,volleyball
821416534,football
245330532,football
152217002,basketball
903672538,tennis
649198810,extreme
411875725,volleyball
490396703,martial_arts
324470724,motosport
22036439,athletics
943529000,extreme
699404808,martial_arts
359502010,tennis
216451201,motosport
533490409,athletics
203411104,winter_sport
856701516,extreme
95322821,motosport
58524106,basketball
638690823,winter_sport
571488727,basketball
207974133,boardgames
373701210,football
419924317,tennis
466643728,football
788946507,tennis
214051407,boardgames
697962815,basketball
688766528,winter_sport
362122526,extreme
971196736,martial_arts
523488132,tennis
107411906,winter_sport
139184223,extreme
238482914,winter_sport
87851008,hockey
133265812,motosport
278113722,extreme
481125330,extreme
971196736,martial_arts
454614417,football
750123821,basketball
633814217,volleyball
32734003,autosport
928894020,basketball
78116910,basketball
571821239,martial_arts
932230336,extreme
38798826,autosport
121007603,football
74450008,martial_arts
960208908,winter_sport
752762421,football
67036910,volleyball
266731331,winter_sport
228182217,winter_sport
891594226,athletics
938731820,basketball
768689220,athletics
556172732,hockey
65928915,athletics
325097003,volleyball
905970800,volleyball
580460700,extreme
612063015,motosport
961447120,volleyball
674662713,hockey
724468930,autosport
363011237,extreme
571238225,basketball
124219137,football
150908912,martial_arts
798767415,boardgames
679839112,winter_sport
242791832,motosport
261262031,motosport
875961536,volleyball
203411104,winter_sport
373701210,football
820117632,basketball
593313032,martial_arts
465964406,basketball
883696318,boardgames
319354635,hockey
964864035,volleyball
67036910,basketball
238486701,winter_sport
320107038,football
418888935,basketball
300238132,volleyball
223866238,autosport
559807729,motosport
174540012,extreme
81295517,volleyball
608008318,football
487411805,boardgames
245330532,basketball
560090914,tennis
207420208,autosport
189713508,tennis
776866709,autosport
443224606,autosport
46396337,boardgames
256309326,autosport
670818517,athletics
162356801,athletics
804077033,football
893890239,winter_sport
628205320,tennis
794004500,hockey
70553008,martial_arts
792605429,tennis
381517915,tennis
300976628,extreme
112730017,athletics
661402108,motosport
307052612,motosport
662150224,football
754799230,boardgames
767883100,football
514740421,autosport
519137722,volleyball
608530528,boardgames
983658124,athletics
77725304,autosport
559296224,boardgames
110567026,athletics
369797136,tennis
38686015,autosport
295520434,martial_arts
44066515,hockey
314730615,football
358793829,martial_arts
940100410,motosport
815092714,tennis
269600323,hockey
708817610,hockey
379707522,motosport
503256319,basketball
337669626,boardgames
656282637,hockey
175877702,winter_sport
831854927,hockey
578692128,autosport
4029918,hockey
656218303,extreme
358893334,autosport
74214811,extreme
727066931,extreme
758155538,tennis
13031436,winter_sport
327373427,basketball
675221606,volleyball
445858313,basketball
293137810,motosport
805934915,football
771869717,basketball
105309737,autosport
380828920,athletics
334212131,winter_sport
175877702,winter_sport
378764037,athletics
96550538,martial_arts
274671506,athletics
115874623,winter_sport
730917226,boardgames
755703839,basketball
124219137,winter_sport
88967202,hockey
718310929,volleyball
157226523,winter_sport
847903026,volleyball
845204133,tennis
511429701,autosport
482188421,boardgames
507262500,winter_sport
619136712,winter_sport
872097518,motosport
348625206,winter_sport
718701305,boardgames
718310929,volleyball
700305001,football
779040219,winter_sport
588665414,autosport
655435538,autosport
657433221,boardgames
415497137,boardgames
647206032,football
608221321,basketball
347983522,hockey
657781511,boardgames
922406933,hockey
940142725,athletics
842094317,volleyball
455599238,autosport
722797307,tennis
839826832,extreme
732845834,basketball
60784503,winter_sport
965112735,boardgames
865148516,extreme
703645610,winter_sport
869518006,autosport
798901420,tennis
349384717,hockey
271439505,tennis
455866804,tennis
200809628,hockey
26141003,winter_sport
392801401,tennis
820117632,basketball
708058827,football
21598420,motosport
946552139,motosport
191288802,extreme
909448138,athletics
328610001,athletics
389639538,extreme
150717204,volleyball
378995810,extreme
157908500,tennis
146326824,athletics
869551220,volleyball
11907137,volleyball
785209618,extreme
930446319,volleyball
412580427,boardgames
446372811,motosport
173808905,basketball
987987031,tennis
19561637,autosport
147828122,winter_sport
663005300,tennis
876416825,martial_arts
987772401,athletics
653660801,volleyball
708450700,motosport
527755416,volleyball
801563116,motosport
357831525,winter_sport
732845834,football
429090505,motosport
755173525,football
421893322,tennis
373701210,hockey
906862823,tennis
948654335,tennis
589708636,boardgames
90163135,martial_arts
336741517,martial_arts
235301239,tennis
655829522,winter_sport
515359008,winter_sport
190675501,tennis
791826507,motosport
152027915,tennis
367146634,motosport
809310416,martial_arts
120129717,boardgames
170400932,martial_arts
395618404,martial_arts
976997634,autosport
909250315,extreme
992511734,hockey
194604309,football
676100714,motosport
763019216,autosport
354743016,martial_arts
239044903,basketball
371670028,extreme
304537523,winter_sport
560746300,boardgames
753777205,boardgames
963933706,boardgames
121966812,volleyball
967451027,boardgames
802894535,tennis
105159200,hockey
590978210,athletics
566255305,tennis
642658905,martial_arts
221685408,extreme
697719516,athletics
517514521,martial_arts
327734729,boardgames
974417010,volleyball
908844019,boardgames
672291907,tennis
459058703,martial_arts
601670421,motosport
600216035,martial_arts
927852529,basketball
150717204,football
493152603,motosport
698962202,motosport
256102315,tennis
542922016,extreme
697207714,football
785209618,extreme
682868217,autosport
227716111,basketball
777792529,football
395618404,martial_arts
807285226,extreme
960406231,tennis
671359431,boardgames
10212412,volleyball
409398311,hockey
339030900,hockey
765370701,motosport
370655126,tennis
391708030,athletics
781534022,autosport
281392706,martial_arts
461441908,basketball
689420739,motosport
116718123,athletics
121007603,hockey
666159635,motosport
718936035,basketball
285572720,tennis
238486701,winter_sport
268076611,football
394507726,basketball
831430707,hockey
380846012,winter_sport
724468930,autosport
753336639,martial_arts
776866709,autosport
369462436,motosport
963669106,autosport
921213411,volleyball
333629639,martial_arts
656282637,football
432727237,winter_sport
77725304,basketball
677409936,boardgames
810245338,football
988322537,football
99316638,football
995500139,boardgames
986936309,winter_sport
86508807,tennis
454614417,volleyball
353081737,tennis
740126116,autosport
173808905,basketball
967849804,football
170400932,extreme
374161020,athletics
10353705,winter_sport
869290538,boardgames
779133709,extreme
302337826,motosport
165244818,football
75344628,volleyball
657663118,boardgames
961334227,martial_arts
526861338,tennis
358634928,winter_sport
542055201,winter_sport
950046422,basketball
795983000,motosport
223960908,hockey
558456732,tennis
810672125,autosport
732390927,athletics
171142708,boardgames
992511734,basketball
543663420,martial_arts
897494439,football
223233218,winter_sport
161038103,tennis
503256319,basketball
934775902,boardgames
791905809,boardgames
657433221,winter_sport
243857625,hockey
661252506,boardgames
963404719,autosport
694561717,extreme
91586935,athletics
952424029,martial_arts
75615802,hockey
184939504,volleyball
69883037,boardgames
413158824,hockey
904622813,tennis
438797216,tennis
949858220,motosport
883757433,tennis
393407803,boardgames
795835134,basketball
315514611,extreme
996508807,athletics
11907137,tennis
965583914,basketball
750089226,hockey
621621214,boardgames
481366031,tennis
527340032,football
36370916,extreme
869684202,extreme
655483127,boardgames
97470738,basketball
400984111,extreme
932162114,basketball
730206900,martial_arts
649353633,boardgames
882493006,basketball
732719339,athletics
521758907,football
297310427,winter_sport
151529102,martial_arts
993849513,boardgames
542970915,tennis
598946537,winter_sport
229614602,autosport
524977904,hockey
713015830,basketball
327373427,basketball
930930928,hockey
866166836,extreme
884639615,autosport
388066139,athletics
353081737,tennis
992331419,autosport
551269718,volleyball
250868121,basketball
136458830,winter_sport
558456732,tennis
209968332,football
986222017,extreme
254489118,tennis
883696318,boardgames
433288420,martial_arts
841198827,basketball
213444212,winter_sport
54310919,volleyball
625733917,volleyball
972972609,boardgames
702231336,extreme
385573636,martial_arts
966922207,basketball
978152436,basketball
46557902,extreme
55011619,tennis
509298920,motosport
813350212,tennis
916357824,volleyball
881039026,volleyball
102717338,boardgames
318513918,extreme
810227300,motosport
982712506,motosport
855240530,basketball
729673830,autosport
541204520,basketball
313204506,basketball
380261015,martial_arts
398887933,football
759122832,boardgames
217336832,autosport
716667231,hockey
444009223,athletics
820407333,volleyball
760564339,winter_sport
551710300,boardgames
400493824,hockey
949907629,boardgames
369621326,hockey
943343431,martial_arts
8071108,martial_arts
325140231,winter_sport
9419231,autosport
839751918,tennis
879836504,tennis
371194832,athletics
789662714,hockey
953755801,athletics
542922016,motosport
731751516,tennis
768689220,athletics
676067213,tennis
609423004,motosport
136266131,extreme
400493824,basketball
556172732,extreme
55011619,tennis
688031531,martial_arts
924260407,autosport
53723411,hockey
409411512,hockey
160156804,basketball
898046305,volleyball
185251920,martial_arts
46396337,boardgames
606598308,hockey
282161237,football
348740816,autosport
630825516,winter_sport
675267313,winter_sport
720980602,athletics
206534518,tennis
163267719,winter_sport
749981730,extreme
42843917,boardgames
611696517,athletics
204886735,winter_sport
533490409,athletics
804077033,football
89039324,athletics
688031531,martial_arts
718731007,hockey
413319722,boardgames
951099915,football
731705227,boardgames
573464122,winter_sport
773639931,hockey
702231336,extreme
963977522,extreme
898943337,martial_arts
298814214,football
732725131,hockey
592032236,winter_sport
184029530,autosport
331980113,extreme
971344832,hockey
611637936,hockey
361586808,tennis
33521505,volleyball
853748924,winter_sport
928894020,boardgames
567098537,hockey
241032829,motosport
805618829,basketball
977791728,martial_arts
606193409,boardgames
310358223,athletics
478649132,extreme
17950902,football
299159823,athletics
97557113,boardgames
692941415,tennis
177421413,boardgames
916678726,winter_sport
789662714,martial_arts
181151513,athletics
350509934,boardgames
215529508,volleyball
901695604,winter_sport
406191709,motosport
804077033,basketball
945052807,basketball
408679404,tennis
824729512,athletics
294739001,volleyball
206534518,tennis
556662305,tennis
239044903,boardgames
704972525,motosport
557730405,basketball
865319020,martial_arts
635660039,boardgames
999361308,tennis
606174933,basketball
538422305,motosport
332820822,martial_arts
189715923,autosport
647206032,football
313204506,basketball
356167110,tennis
770301717,football
303858215,autosport
700305001,football
404734609,winter_sport
171939837,martial_arts
457575911,volleyball
668998218,basketball
439624909,football
802298901,athletics
694176212,extreme
757129532,football
493291122,autosport
121966812,volleyball
456365104,football
420029112,boardgames
169605021,extreme
363870539,winter_sport
930432020,hockey
189202917,extreme
614928806,basketball
188076806,boardgames
321638212,extreme
245636707,extreme
177421413,football
118596635,autosport
971344832,football
963977522,extreme
586514133,winter_sport
635660039,boardgames
337302933,autosport
221685408,extreme
381175229,basketball
350292811,boardgames
514876428,volleyball
815640829,volleyball
200854829,football
65928915,winter_sport
380828920,athletics
577870231,volleyball
532050732,extreme
313283508,volleyball
679175615,basketball
647706002,autosport
8754004,martial_arts
962542607,athletics
861991010,volleyball
171386911,boardgames
570742820,boardgames
597076427,tennis
300376018,extreme
673717013,football
348740816,extreme
963977522,autosport
115166329,boardgames
875931726,autosport
732356326,basketball
703750536,autosport
154343628,hockey
33521505,volleyball
441420522,hockey
139184223,extreme
809470704,basketball
376260625,winter_sport
690672834,football
55011619,boardgames
771869717,football
693990115,motosport
883951626,martial_arts
189202917,extreme
606729828,football
573474327,hockey
150360914,extreme
890990913,martial_arts
810689517,martial_arts
442857922,motosport
888914411,boardgames
358997321,motosport
239044903,boardgames
466949309,tennis
557277126,athletics
10887106,boardgames
373392512,football
997758226,tennis
205108616,volleyball
681992433,boardgames
614928806,football
938672803,athletics
763019216,autosport
694561717,athletics
963893835,extreme
23220639,tennis
292717533,boardgames
95038303,athletics
880206236,martial_arts
501365320,autosport
722797307,tennis
67036910,basketball
502677819,winter_sport
272974518,motosport
544508231,extreme
515223035,motosport
395353112,boardgames
435066337,extreme
58945831,motosport
652151312,hockey
77725304,motosport
443233908,winter_sport
695005818,martial_arts
143686331,extreme
953755801,athletics
144893418,football
396370424,boardgames
471648831,basketball
152217002,basketball
257082031,boardgames
362038305,boardgames
239478110,basketball
620831039,autosport
491581824,motosport
263714124,extreme
465964406,extreme
720267537,winter_sport
763841310,basketball
896038516,hockey
865581307,motosport
500649222,football
587551436,winter_sport
740126116,autosport
106586209,football
159768514,basketball
62179307,hockey
394212724,extreme
694431706,athletics
392033223,extreme
121007603,hockey
322297134,football
944464105,extreme
193966605,boardgames
742321024,football
682407200,extreme
285269308,football
871203616,football
455866804,tennis
350292811,boardgames
905312229,athletics
87678917,football
62179307,hockey
278113722,extreme
841735926,extreme
42587423,autosport
911780335,martial_arts
959640114,motosport
363870539,extreme
995560132,autosport
89635319,volleyball
463497816,autosport
144893418,extreme
348625206,martial_arts
995078418,hockey
5196023,boardgames
81076006,football
588021734,basketball
209418931,football
325097003,basketball
732356326,basketball
447660100,hockey
259229513,football
510577617,autosport
145846507,motosport
675769234,winter_sport
121966812,football
174540012,extreme
776475030,volleyball
173869328,motosport
755703839,tennis
249355536,martial_arts
370818707,martial_arts
901627909,volleyball
858270913,basketball
201585624,martial_arts
219875603,football
861225637,volleyball
123069827,volleyball
675949807,basketball
923795310,boardgames
675949807,basketball
334212131,martial_arts
307726713,volleyball
181790608,football
293137810,volleyball
369973922,motosport
598560315,autosport
47878039,volleyball
360837705,hockey
829014332,extreme
74653939,basketball
776475030,volleyball
955803014,winter_sport
76441934,extreme
131876911,tennis
449725405,volleyball
546542921,football
39760922,football
720980602,athletics
371670028,basketball
622543412,basketball
891104532,martial_arts
58905212,basketball
755173525,football
281392706,hockey
240113404,extreme
653708801,martial_arts
115396210,athletics
750283334,volleyball
617041638,hockey
9419231,basketball
697977732,football
316814235,volleyball
859305226,football
105238323,extreme
687457825,autosport
802109611,extreme
846680907,boardgames
879867032,martial_arts
517149005,basketball
154884131,motosport
733364110,motosport
732390927,athletics
54313238,volleyball
830580618,motosport
400984111,extreme
746261621,boardgames
583812819,volleyball
613092418,boardgames
241251621,autosport
442404133,basketball
358793829,hockey
697754006,volleyball
143952121,extreme
299094039,basketball
777792529,volleyball
676067213,tennis
19978512,winter_sport
676963316,autosport
738065626,motosport
256309326,football
881759832,athletics
325230734,extreme
172533415,winter_sport
111296917,boardgames
244140619,autosport
877807601,volleyball
523488132,tennis
993849513,boardgames
449704704,volleyball
120384031,hockey
152328435,winter_sport
396395116,athletics
592032236,extreme
718310929,volleyball
150360914,winter_sport
578692128,martial_arts
791905809,boardgames
324255428,motosport
45460810,extreme
938672803,athletics
58945831,extreme
888570926,winter_sport
628345539,winter_sport
920077015,winter_sport
194289811,basketball
159826537,football
923126630,martial_arts
802109611,extreme
376260625,winter_sport
543359603,winter_sport
154343628,hockey
900952227,athletics
239044903,extreme
909440401,autosport
614661625,volleyball
563048705,boardgames
611272716,athletics
392205005,martial_arts
517616537,autosport
900506605,extreme
618086409,extreme
637330135,athletics
113480613,boardgames
816073817,autosport
253247218,tennis
223233218,winter_sport
339910315,winter_sport
950885012,martial_arts
814396119,motosport
573230204,extreme
557277126,athletics
916861034,athletics
251684639,motosport
982877726,boardgames
74229233,tennis
169155022,basketball
266731331,athletics
912568719,autosport
760061830,extreme
986222017,hockey
995614432,winter_sport
108159118,boardgames
985913429,volleyball
722998702,basketball
923795413,hockey
682407200,motosport
718520728,motosport
472368600,basketball
924260407,autosport
881966013,extreme
493483514,winter_sport
209708505,basketball
350292811,boardgames
704972525,motosport
788365527,football
624935922,football
505512209,martial_arts
445450828,motosport
551710300,boardgames
729848700,athletics
152682706,athletics
657433221,motosport
210734516,extreme
487461304,tennis
170400932,motosport
408679404,tennis
201585624,volleyball
221685408,autosport
941480814,autosport
640045636,football
536209623,basketball
379707522,motosport
243857625,basketball
771428814,volleyball
422072501,hockey
367146634,autosport
130522526,football
920808639,tennis
921784308,basketball
207420208,martial_arts
272974518,motosport
363048101,boardgames
474448617,extreme
718265512,hockey
405617038,winter_sport
110299018,extreme
923795310,boardgames
759335729,athletics
325097003,basketball
411869717,martial_arts
597320201,athletics
584346327,athletics
995696423,athletics
474628927,tennis
21713406,extreme
733036217,extreme
26974626,winter_sport
835396802,football
178038606,boardgames
334997905,basketball
995078418,hockey
826403605,basketball
13562224,motosport
354799822,athletics
325340028,hockey
191792014,football
266731331,winter_sport
610968003,hockey
733716720,martial_arts
742321024,hockey
62850008,hockey
74472119,athletics
808720707,martial_arts
565820003,motosport
126999231,winter_sport
15687720,boardgames
903006510,autosport
185046019,football
931808713,athletics
454614417,martial_arts
707243606,athletics
71193028,boardgames
792605429,tennis
111296917,boardgames
300238132,volleyball
999361308,tennis
149638039,motosport
57043301,autosport
803563217,winter_sport
769467634,autosport
954309335,autosport
754799230,boardgames
859305226,football
350292811,boardgames
750089226,hockey
663621910,hockey
960208908,winter_sport
281906302,basketball
998309713,boardgames
31026914,winter_sport
339030900,football
385573636,martial_arts
409411512,winter_sport
656137117,martial_arts
456152915,hockey
192794930,athletics
998309713,athletics
928894020,martial_arts
627689204,volleyball
932230336,boardgames
907389330,martial_arts
837772112,autosport
759335729,extreme
596424711,athletics
676963316,autosport
928466623,football
595894929,basketball
296013934,hockey
60784503,boardgames
401762737,autosport
194359403,hockey
303858215,motosport
767166235,autosport
869518006,autosport
142601735,winter_sport
876043310,hockey
702231336,basketball
412582902,winter_sport
515359008,winter_sport
943736224,autosport
821566411,winter_sport
876929904,volleyball
87851008,hockey
470564924,autosport
32860111,winter_sport
839826832,boardgames
720267537,winter_sport
512892704,winter_sport
564030627,volleyball
432881818,hockey
896615205,extreme
327461413,hockey
583649127,athletics
438386826,volleyball
172168003,athletics
55011619,tennis
340319108,athletics
799379709,martial_arts
993241304,autosport
334684635,hockey
223233218,winter_sport
723869730,motosport
36876635,winter_sport
574447328,volleyball
930647729,volleyball
881719908,football
527528908,martial_arts
749740303,basketball
39760922,volleyball
754799230,boardgames
366196024,motosport
400493824,hockey
445982121,athletics
358317602,athletics
696619008,athletics
186064128,winter_sport
119067016,football
571093038,hockey
943529000,extreme
136266131,boardgames
919422928,extreme
721591601,martial_arts
306975214,football
216451201,basketball
610968003,hockey
586514133,winter_sport
668748115,extreme
980421624,autosport
138687307,athletics
798959002,tennis
776303527,autosport
367128632,football
954309335,autosport
750283334,football
469734025,tennis
876801624,football
570225132,boardgames
684795625,volleyball
206039507,boardgames
411813121,boardgames
788365527,football
947256910,athletics
461578519,hockey
246331928,tennis
718701305,basketball
396370424,boardgames
527528908,boardgames
539465706,tennis
753726005,autosport
649198810,extreme
691774108,motosport
592752039,basketball
584346327,volleyball
143686331,extreme
531280822,hockey
461478321,motosport
793483105,extreme
24664535,extreme
598560315,autosport
916952214,autosport
41755914,winter_sport
7087528,motosport
77725304,autosport
956023416,volleyball
814378832,motosport
511045128,athletics
554812531,boardgames
779133709,autosport
429288632,martial_arts
285269308,football
198693838,basketball
178587519,basketball
447367830,hockey
503256319,basketball
589708636,boardgames
842306321,autosport
491581824,extreme
943736224,football
919422928,extreme
634162404,tennis
991105434,volleyball
373701210,hockey
501121024,motosport
730917226,basketball
810689517,football
106783719,athletics
154343628,hockey
848777023,volleyball
11907137,tennis
378373822,extreme
289474002,football
208349037,athletics
577954824,motosport
902709331,football
209915730,volleyball
697962815,extreme
760657814,motosport
121966812,volleyball
988322537,athletics
74450008,martial_arts
64418629,athletics
378764037,extreme
77255925,athletics
63796435,football
299094039,basketball
123069827,hockey
179271619,athletics
593047312,basketball
291959212,tennis
324968820,football
959923306,basketball
277505118,football
412580427,boardgames
215529508,football
179899500,motosport
358893334,autosport
716667231,martial_arts
687615825,extreme
272409826,winter_sport
868408610,autosport
227887835,boardgames
495216520,football
786639628,tennis
531845619,hockey
672291907,tennis
71193028,hockey
305580412,martial_arts
753777205,extreme
321397920,autosport
982459907,motosport
330126734,hockey
758394115,boardgames
235301239,football
456365104,football
120129717,boardgames
409341814,volleyball
279369911,hockey
968492435,basketball
115396210,martial_arts
897494439,hockey
845425433,basketball
442857922,extreme
266940400,extreme
939633505,athletics
961037402,extreme
470130924,autosport
549787313,martial_arts
859264731,martial_arts
376260625,hockey
392033223,extreme
322297134,volleyball
374331313,autosport
3469228,volleyball
571093038,volleyball
471648831,hockey
31521229,hockey
924380421,extreme
729673830,autosport
853318705,basketball
207891029,extreme
146978633,extreme
348625206,winter_sport
115874623,extreme
253041238,autosport
508598802,football
733552400,hockey
609698935,motosport
257343433,extreme
962542607,athletics
850982633,boardgames
420716606,motosport
232405230,autosport
675221606,martial_arts
952343224,boardgames
50649411,motosport
716670416,motosport
679175615,volleyball
171142708,boardgames
776475030,hockey
414510031,extreme
606886336,motosport
480925027,autosport
721356005,basketball
640045636,basketball
733036217,basketball
234253423,football
949032612,boardgames
310965814,basketball
200830226,winter_sport
270775309,hockey
721591601,martial_arts
643723301,boardgames
331057512,martial_arts
349550918,extreme
127525432,volleyball
38824639,winter_sport
846438937,autosport
536232037,martial_arts
321638212,extreme
51478403,winter_sport
15687720,boardgames
217404121,autosport
336192226,motosport
178587519,basketball
987306634,winter_sport
572123918,football
493301008,winter_sport
439607625,hockey
811784101,extreme
621582000,basketball
16717100,athletics
846615403,extreme
181114224,winter_sport
584346327,martial_arts
148389602,hockey
820407333,volleyball
811784101,extreme
500485134,extreme
54310919,volleyball
487411805,boardgames
189713508,tennis
282890727,hockey
183393929,hockey
916341617,autosport
575808906,autosport
244390012,motosport
898046305,volleyball
552093907,volleyball
691885025,basketball
571488727,hockey
583812819,hockey
38824639,winter_sport
528610528,football
363792735,autosport
235819036,volleyball
536757720,athletics
563700604,boardgames
661252506,boardgames
612063015,motosport
540241108,extreme
961447120,extreme
871707112,motosport
561842735,motosport
693990115,extreme
648536421,football
853317727,boardgames
611637936,basketball
245636707,extreme
952274232,football
956023416,volleyball
497113516,martial_arts
125722831,basketball
483581922,extreme
988414209,motosport
883757433,football
217336832,motosport
590851410,martial_arts
228182217,autosport
293257727,martial_arts
699833027,motosport
553924806,motosport
252647132,volleyball
50755530,tennis
786441106,extreme
392801401,tennis
758544537,autosport
8600526,extreme
961573518,football
649088727,basketball
406693811,football
514610616,tennis
330574029,hockey
279353929,basketball
429095315,tennis
33521505,volleyball
980224018,autosport
777792529,volleyball
359502010,tennis
388651911,winter_sport
241032829,extreme
848777023,martial_arts
59119226,athletics
278113722,winter_sport
577505103,football
686924926,autosport
401817323,autosport
699404808,winter_sport
614822521,extreme
450530620,autosport
847903026,volleyball
239044903,extreme
47878039,hockey
125860219,hockey
285269308,football
547766236,football
883951626,martial_arts
593121209,winter_sport
384272039,boardgames
779384134,basketball
433717313,motosport
332656608,athletics
420716606,volleyball
695058203,athletics
906965618,athletics
506647809,basketball
607794406,martial_arts
451105500,volleyball
826403605,basketball
718310929,volleyball
589191234,basketball
28987600,autosport
455599238,winter_sport
28987600,autosport
512892704,winter_sport
528610528,football
626724033,autosport
377362103,hockey
466929309,extreme
336741517,martial_arts
104166914,extreme
602432133,football
735418021,tennis
799379709,martial_arts
910049717,athletics
606598308,basketball
240113404,extreme
724294131,volleyball
318475207,football
200830226,extreme
29087925,tennis
277343111,tennis
882315308,hockey
324968820,football
383370828,basketball
871203616,extreme
601670421,extreme
358793829,martial_arts
577505103,autosport
705736306,basketball
920712623,tennis
148389602,martial_arts
78116910,basketball
37933603,winter_sport
718520728,extreme
420029112,autosport
254005736,martial_arts
839901317,football
216104117,basketball
738676239,hockey
241306824,athletics
927963415,tennis
183393929,hockey
873304510,athletics
455866804,tennis
635556508,boardgames
698740800,basketball
440346237,motosport
73596624,tennis
817588631,martial_arts
149642906,tennis
979376404,extreme
773652518,volleyball
382246238,motosport
821877603,extreme
177956109,winter_sport
268620839,winter_sport
543463128,volleyball
980421624,tennis
95581827,winter_sport
75344628,football
612800229,boardgames
252017522,boardgames
479057125,basketball
932230336,extreme
877712607,winter_sport
638216721,basketball
111296917,boardgames
461848124,tennis
85587732,martial_arts
767166235,autosport
813350212,tennis
287813214,motosport
943343431,athletics
733552400,winter_sport
206534518,tennis
95038303,athletics
272013032,volleyball
351815720,extreme
701136424,basketball
232405230,autosport
493329800,football
716670416,winter_sport
562263821,football
601670421,extreme
783745007,autosport
536209623,volleyball
252017522,boardgames
271744519,martial_arts
522372909,extreme
177956109,motosport
993727705,hockey
531280822,basketball
933474909,autosport
753204021,tennis
762386331,motosport
729848700,athletics
560090914,athletics
717515711,volleyball
640851311,athletics
78410435,martial_arts
791905809,extreme
989301701,extreme
676903235,boardgames
804077033,football
289285000,winter_sport
642658905,martial_arts
305659608,extreme
369317324,basketball
466929309,martial_arts
488167739,motosport
916678726,winter_sport
12169210,winter_sport
469921116,motosport
209968332,winter_sport
657781511,boardgames
748139809,autosport
468287808,boardgames
723383611,motosport
171566920,football
647248211,martial_arts
238486701,winter_sport
677320621,tennis
995560132,martial_arts
526305739,boardgames
433229230,martial_arts
252055117,motosport
277343111,tennis
195663706,boardgames
814396119,extreme
746421309,extreme
360837705,hockey
876801624,basketball
631274828,extreme
216695313,football
65417518,boardgames
928004506,athletics
497745905,winter_sport
361446201,basketball
454563234,football
869290538,extreme
626123703,boardgames
546542921,tennis
7101715,hockey
127651009,hockey
708435804,hockey
433545839,basketball
406687238,autosport
790179730,basketball
792605429,tennis
602432133,athletics
831854927,football
200682408,tennis
105994131,boardgames
560746300,boardgames
967832038,volleyball
770301717,hockey
199931007,basketball
258314123,basketball
32860111,winter_sport
505512209,tennis
282349037,volleyball
299652135,martial_arts
475206109,volleyball
587551436,motosport
375680603,winter_sport
612806513,athletics
720806404,volleyball
914507310,autosport
332438024,extreme
911780335,martial_arts
885137827,football
964573111,hockey
382790721,boardgames
723869730,extreme
516487717,athletics
924380421,extreme
721356005,martial_arts
60784503,boardgames
593121209,hockey
23220639,tennis
771189202,tennis
169650018,athletics
953619614,extreme
323016022,tennis
101931638,basketball
980224018,autosport
697962815,extreme
666159635,motosport
311125219,boardgames
693769604,winter_sport
29843836,martial_arts
823307539,extreme
892988615,martial_arts
634720110,martial_arts
777792529,volleyball
282161237,hockey
656656408,extreme
38686015,autosport
414585700,basketball
998565619,basketball
653660801,athletics
880325814,tennis
802298901,hockey
552724006,tennis
406191709,winter_sport
671359431,boardgames
266940400,football
954498427,tennis
881761926,football
447899916,hockey
571238225,basketball
541587109,extreme
470130924,autosport
995614432,winter_sport
770301717,basketball
776359438,tennis
959949902,motosport
322201813,hockey
152682706,autosport
487455103,athletics
330691025,basketball
